"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Nov 14 17:37:22 IST 2022","Mon Nov 14 17:37:47 IST 2022","24616","","Incident Test Light theme","","Incident Test Light theme","Verify the Status wise Incidents count is shown in Incident Timeline view-Light","Verify the Status wise Incidents count is shown in Incident Timeline view-Light",""
"passed","Tue Nov 15 14:51:05 IST 2022","Tue Nov 15 14:53:40 IST 2022","154971","","Incident Test Dark theme","","Incident Test Dark theme","Verify that clicking on Cross icon (Close) in User List and Timeline page - Add Filter window closes the Add Filter window-Dark","Verify that clicking on Cross icon (Close) in User List and Timeline page - Add Filter window closes the Add Filter window-Dark",""
"passed","Sat Nov 12 18:02:31 IST 2022","Sat Nov 12 18:02:48 IST 2022","16700","","Connector Test Dark theme","","Connector Test Dark theme","Verify that User is able to select 'Connector Name' field in add instance form when coming from Connectors page header-Dark","Verify that User is able to select 'Connector Name' field in add instance form when coming from Connectors page header-Dark",""
"passed","Mon Nov 14 18:41:48 IST 2022","Mon Nov 14 18:42:28 IST 2022","39262","","Incident Test Light theme","","Incident Test Light theme","Verify that user is able to update Priority from Incident summary right panel using Incident Priority modal-Light","Verify that user is able to update Priority from Incident summary right panel using Incident Priority modal-Light",""
"passed","Wed Nov 16 11:13:38 IST 2022","Wed Nov 16 11:14:16 IST 2022","37614","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that user is able to draw connection line from added available block to Stop block in Playbook Editor page-Dark","Verify that user is able to draw connection line from added available block to Stop block in Playbook Editor page-Dark",""
"passed","Wed Nov 16 03:30:57 IST 2022","Wed Nov 16 03:31:45 IST 2022","48263","","Playbook Test Light theme","","Playbook Test Light theme","Verify that User is able to delete the decision block from main canvas area using delete icon available on hovering before adding a decision condition-Light","Verify that User is able to delete the decision block from main canvas area using delete icon available on hovering before adding a decision condition-Light",""
"failed","Wed Nov 16 04:22:29 IST 2022","Wed Nov 16 04:23:24 IST 2022","54976","","Playbook Test Light theme","","Playbook Test Light theme","Verify that playbook list gets filtered with different combinations of TAGS filter-Light","Verify that playbook list gets filtered with different combinations of TAGS filter-Light",""
"passed","Sat Nov 12 18:49:37 IST 2022","Sat Nov 12 18:50:14 IST 2022","37104","","Connector Test Light theme","","Connector Test Light theme","Verify that details of connector in right panel matches with the selected connector row in Connectors list-Light","Verify that details of connector in right panel matches with the selected connector row in Connectors list-Light",""
"passed","Wed Nov 16 02:28:40 IST 2022","Wed Nov 16 02:29:16 IST 2022","36156","","Playbook Test Light theme","","Playbook Test Light theme","Verify that User is able to clear search field using cross (x) icon after selecting playbook.name with non-existing playbook name value in Published Playbooks tab-Light","Verify that User is able to clear search field using cross (x) icon after selecting playbook.name with non-existing playbook name value in Published Playbooks tab-Light",""
"passed","Sat Nov 12 19:37:19 IST 2022","Sat Nov 12 19:37:29 IST 2022","10592","","Dashboard Test Dark theme-SOC Manager","","Dashboard Test Dark theme-SOC Manager","Verify SOC Manager  is able to view 1 week, 1 month and 3 months of timeframe breakpoint on 'Affected EndPoints & Users' widget on SOC Manager Dashboard Page.-Dark","Verify SOC Manager  is able to view 1 week, 1 month and 3 months of timeframe breakpoint on 'Affected EndPoints & Users' widget on SOC Manager Dashboard Page.-Dark",""
"passed","Tue Nov 15 14:10:00 IST 2022","Tue Nov 15 14:10:45 IST 2022","45500","","Incident Test Dark theme","","Incident Test Dark theme","Verify that user is able to update Assigned To from Incident summary right panel using Incident Assignee modal-Dark","Verify that user is able to update Assigned To from Incident summary right panel using Incident Assignee modal-Dark",""
"passed","Wed Nov 16 04:11:16 IST 2022","Wed Nov 16 04:12:03 IST 2022","46503","","Playbook Test Light theme","","Playbook Test Light theme","Verify that User is able to move the mini canvas blue window within the Mini Canvas View area-Light","Verify that User is able to move the mini canvas blue window within the Mini Canvas View area-Light",""
"passed","Wed Nov 16 01:45:20 IST 2022","Wed Nov 16 01:45:48 IST 2022","28002","","Playbook Test Light theme","","Playbook Test Light theme","Verify the selected row using checkbox is highlighted in Draft Playbooks list page-Light","Verify the selected row using checkbox is highlighted in Draft Playbooks list page-Light",""
"passed","Mon Nov 14 19:29:19 IST 2022","Mon Nov 14 19:29:59 IST 2022","40122","","Incident Test Light theme","","Incident Test Light theme","Verify that User is able to see entries in Investigation Timeline section date-time wise in descending order on right side of “Incident Canvas/View Audit Report” modal-Light","Verify that User is able to see entries in Investigation Timeline section date-time wise in descending order on right side of “Incident Canvas/View Audit Report” modal-Light",""
"passed","Sat Nov 12 18:40:59 IST 2022","Sat Nov 12 18:41:16 IST 2022","16782","","Connector Test Light theme","","Connector Test Light theme","Verify that User is able to select 'Connector Name' field in add instance form when coming from Connectors page header-Light","Verify that User is able to select 'Connector Name' field in add instance form when coming from Connectors page header-Light",""
"passed","Wed Nov 16 02:20:30 IST 2022","Wed Nov 16 02:20:54 IST 2022","23171","","Playbook Test Light theme","","Playbook Test Light theme","Verify that clicking on 'No' button on Work not saved modal keeps User on Edit Playbook form (Draft) when editing playbook-Light","Verify that clicking on 'No' button on Work not saved modal keeps User on Edit Playbook form (Draft) when editing playbook-Light",""
"passed","Sat Nov 12 19:36:12 IST 2022","Sat Nov 12 19:36:23 IST 2022","11281","","Dashboard Test Dark theme-SOC Manager","","Dashboard Test Dark theme-SOC Manager","Verify SOC Manager  is able to view the count of 'Total Incidents' on top right of the 'Top incidents' widget on SOC Manager Dashboard Page.-Dark","Verify SOC Manager  is able to view the count of 'Total Incidents' on top right of the 'Top incidents' widget on SOC Manager Dashboard Page.-Dark",""
"passed","Mon Nov 14 18:45:26 IST 2022","Mon Nov 14 18:46:03 IST 2022","36817","","Incident Test Light theme","","Incident Test Light theme","Verify that User is able to open Incident Canvas modal from Incident Summary right panel in TImeline view-Light","Verify that User is able to open Incident Canvas modal from Incident Summary right panel in TImeline view-Light",""
"passed","Mon Nov 14 19:27:08 IST 2022","Mon Nov 14 19:29:19 IST 2022","131362","","Incident Test Light theme","","Incident Test Light theme","Verify that Incident timeline right panel should get collapsed in several scenarios-Light","Verify that Incident timeline right panel should get collapsed in several scenarios-Light",""
"passed","Wed Nov 16 10:56:06 IST 2022","Wed Nov 16 10:56:29 IST 2022","22971","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify User should be able to see actions 'Copy', 'Export', 'Move to Drafts' for playbooks in Published Playbooks-Dark","Verify User should be able to see actions 'Copy', 'Export', 'Move to Drafts' for playbooks in Published Playbooks-Dark",""
"passed","Wed Nov 16 02:45:51 IST 2022","Wed Nov 16 02:46:45 IST 2022","54190","","Playbook Test Light theme","","Playbook Test Light theme","Verify that User is able to remove all the applied filters from Playbook list view using cross icon in Search filter component-Light","Verify that User is able to remove all the applied filters from Playbook list view using cross icon in Search filter component-Light",""
"passed","Wed Nov 16 11:41:29 IST 2022","Wed Nov 16 11:42:18 IST 2022","49220","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that hovering on dragged 'Call External Function' block in main canvas area shows Edit and Delete icon-Dark","Verify that hovering on dragged 'Call External Function' block in main canvas area shows Edit and Delete icon-Dark",""
"passed","Wed Nov 16 12:30:09 IST 2022","Wed Nov 16 12:31:08 IST 2022","59159","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that user is able to completely replace the added internal function with another internal function by using Function dropdown in Editable right panel-Dark","Verify that user is able to completely replace the added internal function with another internal function by using Function dropdown in Editable right panel-Dark",""
"passed","Wed Nov 16 02:11:29 IST 2022","Wed Nov 16 02:11:54 IST 2022","24189","","Playbook Test Light theme","","Playbook Test Light theme","Verify that User is able to remove tags by unchecking checkbox in Tags field of Create Playbook form-Light","Verify that User is able to remove tags by unchecking checkbox in Tags field of Create Playbook form-Light",""
"passed","Tue Nov 15 13:31:44 IST 2022","Tue Nov 15 13:32:35 IST 2022","50622","","Incident Test Dark theme","","Incident Test Dark theme","Verify the filtering of incidents in timeline view is as expected when selecting individual quick filter or combination of quick filters-Dark","Verify the filtering of incidents in timeline view is as expected when selecting individual quick filter or combination of quick filters-Dark",""
"passed","Wed Nov 16 03:06:24 IST 2022","Wed Nov 16 03:07:10 IST 2022","46423","","Playbook Test Light theme","","Playbook Test Light theme","Verify that after dragging 'Call External Function' to main canvas of playbook editor page, the block is displayed with text 'Call External Function'-Light","Verify that after dragging 'Call External Function' to main canvas of playbook editor page, the block is displayed with text 'Call External Function'-Light",""
"passed","Tue Nov 15 14:03:12 IST 2022","Tue Nov 15 14:03:45 IST 2022","32888","","Incident Test Dark theme","","Incident Test Dark theme","Verify that empty state of Investigation Timeline tab in Incident Canvas modal is as expected when investigation is not started yet for that incident-Dark","Verify that empty state of Investigation Timeline tab in Incident Canvas modal is as expected when investigation is not started yet for that incident-Dark",""
"passed","Wed Nov 16 10:55:04 IST 2022","Wed Nov 16 10:55:29 IST 2022","24595","","Playbook Test Dark theme","","Playbook Test Dark theme","Verify that clicking on Close icon on Work not saved modal keeps User on Edit Playbook form (Draft) when editing playbook-Dark","Verify that clicking on Close icon on Work not saved modal keeps User on Edit Playbook form (Draft) when editing playbook-Dark",""
"passed","Mon Nov 14 17:30:24 IST 2022","Mon Nov 14 17:30:49 IST 2022","24768","","Incident Test Light theme","","Incident Test Light theme","Verify that Search filter component is visible and shown in correct place on Incident List view page-Light","Verify that Search filter component is visible and shown in correct place on Incident List view page-Light",""
